species	base	subsystem	raw_c	raw_f	rel_c	rel_f
Poplar	rxn02835	Histidine_Biosynthesis	48.1697	42.7561	0.0001	0.0001
Poplar	rxn02895	Purine_de_novo_biosynthesis	26.9313	30.3725	0.0001	0.0001
Poplar	rxn02914	Alanine,_serine,_glycine_metabolism	32.4623	35.2292	0.0001	0.0001
Poplar	rxn02928	Lysine_and_threonine_metabolism	43.3481	45.9033	0.0001	0.0001
Poplar	rxn02929	Lysine_and_threonine_metabolism	43.3481	45.9033	0.0001	0.0001
Poplar	rxn02937	Purine_de_novo_biosynthesis	41.2312	43.2836	0.0001	0.0001
Poplar	rxn02938	Purine_de_novo_biosynthesis	26.6907	29.5897	0.0	0.0001
Poplar	rxn02959	Chlorophyll_Biosynthesis	278.7853	225.7494	0.0005	0.0005
Poplar	rxn02988	Niacin,_NAD_and_NADP_biosynthesis	62.9793	61.4437	0.0001	0.0001
Poplar	rxn03004	Purine_de_novo_biosynthesis	14.6086	14.5596	0.0	0.0
Poplar	rxn03062	Branched-chain_amino_acid_metabolism	69.281	77.3524	0.0001	0.0002
Poplar	rxn03080	Riboflavin,_FMN_and_FAD_biosynthesis	46.2274	48.9821	0.0001	0.0001
Poplar	rxn03084	Purine_de_novo_biosynthesis	42.6402	54.82	0.0001	0.0001
Poplar	rxn03108	Thiamin_biosynthesis	10.6381	9.7234	0.0	0.0
Poplar	rxn03135	Histidine_Biosynthesis	36.9568	37.3641	0.0001	0.0001
Poplar	rxn03136	Purine_de_novo_biosynthesis	20.1153	16.9318	0.0	0.0
Poplar	rxn03137	Purine_de_novo_biosynthesis	25.104	23.5308	0.0	0.0001
Poplar	rxn03147	Purine_de_novo_biosynthesis	9.6778	12.3562	0.0	0.0
Poplar	rxn03175	Histidine_Biosynthesis	15.6745	17.6505	0.0	0.0
Poplar	rxn03437	Branched-chain_amino_acid_metabolism	35.8533	36.3177	0.0001	0.0001
Poplar	rxn03841	Folate_biosynthesis	3.0922	2.8171	0.0	0.0
Poplar	rxn03891	Plastoquinone_biosynthesis	33.6879	31.9486	0.0001	0.0001
Poplar	rxn03892	Plastoquinone_biosynthesis	33.6879	31.9486	0.0001	0.0001
Poplar	rxn03907	Isoprenoid_biosynthesis,_nonmevalonate_branch	42.2806	38.2551	0.0001	0.0001
Poplar	rxn03908	Isoprenoid_biosynthesis,_nonmevalonate_branch	34.0076	31.85	0.0001	0.0001
Poplar	rxn03909	Isoprenoid_biosynthesis,_nonmevalonate_branch	230.8236	194.3421	0.0004	0.0004
Poplar	rxn03910	Isoprenoid_biosynthesis,_nonmevalonate_branch	175.9388	148.7172	0.0003	0.0003
Poplar	rxn03958	Isoprenoid_biosynthesis,_nonmevalonate_branch	185.3936	187.3892	0.0003	0.0004
Poplar	rxn03983	Sulfur_metabolism	234.3205	206.5693	0.0004	0.0004
Poplar	rxn04113	Isoprenoid_biosynthesis,_nonmevalonate_branch	165.3018	122.8429	0.0003	0.0003
Poplar	rxn04152	Chlorophyll_Biosynthesis	595.7682	452.2212	0.0011	0.001
Poplar	rxn04153	Chlorophyll_Biosynthesis	595.7682	452.2212	0.0011	0.001
Poplar	rxn04154	Chlorophyll_Biosynthesis	595.7682	452.2212	0.0011	0.001
Poplar	rxn04161	Chlorophyll_Biosynthesis	61.0038	63.377	0.0001	0.0001
Poplar	rxn04674	Phylloquinone_biosynthesis	16.6937	16.4091	0.0	0.0
Poplar	rxn04954	Folate-mediated_one-carbon_metabolism	142.764	106.0271	0.0003	0.0002
Poplar	rxn04996	Isoprenoid_biosynthesis,_nonmevalonate_branch	165.3018	122.8429	0.0003	0.0003
Poplar	rxn05024	Phylloquinone_biosynthesis	85.3934	96.1011	0.0002	0.0002
Poplar	rxn05028	Plastoquinone_biosynthesis	33.6879	31.9486	0.0001	0.0001
Poplar	rxn05036	Tyrosine_and_phenylalanine_metabolism	17.1806	17.0087	0.0	0.0
Poplar	rxn05040	Riboflavin,_FMN_and_FAD_biosynthesis	99.8023	100.9672	0.0002	0.0002
Poplar	rxn05104	Methionine_and_cysteine_metabolism	42.9045	44.6059	0.0001	0.0001
Poplar	rxn05105	Methionine_and_cysteine_metabolism	42.9045	44.6059	0.0001	0.0001
Poplar	rxn05106	Methionine_and_cysteine_metabolism	42.9045	44.6059	0.0001	0.0001
Poplar	rxn05287	Plastoquinone_biosynthesis	33.6879	31.9486	0.0001	0.0001
Poplar	rxn05324	Fatty_acid_biosynthesis_(plastidial)	5.6366	6.44	0.0	0.0
Poplar	rxn05325	Fatty_acid_biosynthesis_(plastidial)	5.6366	6.44	0.0	0.0
Poplar	rxn05326	Fatty_acid_biosynthesis_(plastidial)	5.6366	6.44	0.0	0.0
Poplar	rxn05330	Fatty_acid_biosynthesis_(plastidial)	4.3457	4.2278	0.0	0.0
Poplar	rxn05331	Fatty_acid_biosynthesis_(plastidial)	4.3457	4.2278	0.0	0.0
Poplar	rxn05335	Fatty_acid_biosynthesis_(plastidial)	4.3457	4.2278	0.0	0.0
Poplar	rxn05337	Fatty_acid_biosynthesis_(plastidial)	15.314	15.185	0.0	0.0
Poplar	rxn05338	Fatty_acid_biosynthesis_(plastidial)	15.314	15.185	0.0	0.0
Poplar	rxn05340	Fatty_acid_biosynthesis_(plastidial)	15.314	15.185	0.0	0.0
Poplar	rxn05342	Fatty_acid_biosynthesis_(plastidial)	15.314	15.185	0.0	0.0
Poplar	rxn05343	Fatty_acid_biosynthesis_(plastidial)	23.1073	22.124	0.0	0.0
Poplar	rxn05345	Fatty_acid_biosynthesis_(plastidial)	23.1073	22.124	0.0	0.0
Poplar	rxn05346	Fatty_acid_biosynthesis_(plastidial)	23.1073	22.124	0.0	0.0
Poplar	rxn05348	Fatty_acid_biosynthesis_(plastidial)	23.1073	22.124	0.0	0.0
Poplar	rxn05350	Fatty_acid_biosynthesis_(plastidial)	23.1073	22.124	0.0	0.0
Poplar	rxn05465	Fatty_acid_biosynthesis_(plastidial)	58.0982	58.7992	0.0001	0.0001
Poplar	rxn05736	Fatty_acid_biosynthesis_(plastidial)	15.4601	14.4852	0.0	0.0
Poplar	rxn07441	Lysine_and_threonine_metabolism	69.2012	63.2559	0.0001	0.0001
Poplar	rxn07447	Terpenoid metabolism	9.3601	8.6199	0.0	0.0
Poplar	rxn07579	Fatty_acid_biosynthesis_(plastidial)	5.6366	6.44	0.0	0.0
Poplar	rxn08043	Acetyl-CoA_biosynthesis	36.2915	40.1735	0.0001	0.0001
Poplar	rxn08173	F0F1-type_ATP_synthase_(plastidial)	2331.8605	1775.7128	0.0043	0.0037
Poplar	rxn08352	Isoprenoid_biosynthesis,_nonmevalonate_branch	165.3018	122.8429	0.0003	0.0003
Poplar	rxn08392	Fatty_acid_biosynthesis_(plastidial)	5.6366	6.44	0.0	0.0
Poplar	rxn08436	Fatty_acid_biosynthesis_(plastidial)	51.664	50.1369	0.0001	0.0001
Poplar	rxn08756	Isoprenoid_biosynthesis,_nonmevalonate_branch	165.3018	122.8429	0.0003	0.0003
Poplar	rxn08764	Branched-chain_amino_acid_metabolism	360.2813	318.6328	0.0007	0.0007
Poplar	rxn08766	Fatty_acid_biosynthesis_(plastidial)	32.2518	31.7638	0.0001	0.0001
Poplar	rxn09444	Fatty_acid_biosynthesis_(plastidial)	15.4601	14.4852	0.0	0.0
Poplar	rxn09449	Fatty_acid_biosynthesis_(plastidial)	15.4601	14.4852	0.0	0.0
Poplar	rxn09453	Fatty_acid_biosynthesis_(plastidial)	15.4601	14.4852	0.0	0.0
Poplar	rxn11700	Fatty_acid_biosynthesis_(plastidial)	51.664	50.1369	0.0001	0.0001
Poplar	rxn12008	Plastoquinone_biosynthesis	33.6879	31.9486	0.0001	0.0001
Poplar	rxn12282	Fatty_acid_biosynthesis_(plastidial)	15.4601	14.4852	0.0	0.0
Poplar	rxn13360	Cofactor_transport	30.3939	29.3843	0.0001	0.0001
Poplar	rxn13361	Cofactor_transport	30.3939	29.3843	0.0001	0.0001
Poplar	rxn14012	Plastoquinone_biosynthesis	33.6879	31.9486	0.0001	0.0001
Poplar	rxn14085	Plastoquinone_biosynthesis	51.2272	53.7221	0.0001	0.0001
Poplar	rxn14094	Chlorophyll_Biosynthesis	333.4367	244.7217	0.0006	0.0005
Poplar	rxn14142	Chlorophyll_Biosynthesis	333.4367	244.7217	0.0006	0.0005
Poplar	rxn14261	Chlorophyll_Biosynthesis	333.4367	244.7217	0.0006	0.0005
Poplar	rxn15021	Acetyl-CoA_biosynthesis	36.2915	40.1735	0.0001	0.0001
Poplar	rxn15022	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	78.1503	97.2995	0.0001	0.0002
Poplar	rxn15069	Sucrose_metabolism	25.0419	25.7251	0.0	0.0001
Poplar	rxn15116	Calvin-Benson-Bassham_cycle	7010.4941	5898.2579	0.0129	0.0128
Poplar	rxn15166	Methionine_and_cysteine_metabolism	25.4281	27.6174	0.0	0.0001
Poplar	rxn15250	Glycolysis_and_Gluconeogenesis	56.2373	42.2176	0.0001	0.0001
Poplar	rxn15271	Calvin-Benson-Bassham_cycle	1785.7469	1708.47	0.0033	0.0037
Poplar	rxn15280	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	89.5218	67.4146	0.0002	0.0001
Poplar	rxn15298	Glycolysis_and_Gluconeogenesis	106.5305	99.3436	0.0002	0.0002
Poplar	rxn15364	GDP-sugars_biosynthesis_and_interconversions	44.5909	41.8401	0.0001	0.0001
